label,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41
=,0.0,0.0,0.011042093510400397,-0.2693061248145729,0.1207976355824486,-0.5449141079068378,0.2689439237676998,-0.7424543629419684,0.44081886249917435,-0.7814987298358137,0.20094204441559133,-0.6377064357515517,0.5692411174690446,-0.6878455843706862,0.7674957760092873,-0.6943748888037395,0.9211502605897378,-0.6949146387014778,0.22376365777863721,-0.4915968339877728,0.6267536948458398,-0.5293118580922399,0.847763889119895,-0.5309290211234792,1.0,-0.551240171463449,0.27485874102658187,-0.32002049658503423,0.6132061810788048,-0.35357193449380314,0.5332573968058926,-0.30521354320481003,0.40632543581913344,-0.28722456942230057,0.33645251622873096,-0.15277078323370233,0.5954262908262697,-0.1974716734115262,0.5173841591560384,-0.17032434021726306,0.4017115827467589,-0.1583011330235446
=,-0.0,0.0,-0.011042093510400397,-0.2693061248145729,-0.1207976355824486,-0.5449141079068378,-0.2689439237676998,-0.7424543629419684,-0.44081886249917435,-0.7814987298358137,-0.20094204441559133,-0.6377064357515517,-0.5692411174690446,-0.6878455843706862,-0.7674957760092873,-0.6943748888037395,-0.9211502605897378,-0.6949146387014778,-0.22376365777863721,-0.4915968339877728,-0.6267536948458398,-0.5293118580922399,-0.847763889119895,-0.5309290211234792,-1.0,-0.551240171463449,-0.27485874102658187,-0.32002049658503423,-0.6132061810788048,-0.35357193449380314,-0.5332573968058926,-0.30521354320481003,-0.40632543581913344,-0.28722456942230057,-0.33645251622873096,-0.15277078323370233,-0.5954262908262697,-0.1974716734115262,-0.5173841591560384,-0.17032434021726306,-0.4017115827467589,-0.1583011330235446
=,0.0,0.0,0.014814527936978013,-0.26705292712879225,0.14124179983641405,-0.5308406491705415,0.2957176889567805,-0.7175395390415252,0.4457274330018865,-0.7640129343377571,0.21042601290909552,-0.6263812828564654,0.5709765473862549,-0.6556995946178672,0.7632832166422862,-0.656414926954268,0.9096648306334322,-0.6504326532451267,0.24096514631063717,-0.48209545282871125,0.6383293413961914,-0.5064246235005468,0.8522632444711704,-0.5038018739780118,1.0,-0.5157928850285461,0.29061957198671173,-0.31483498296759915,0.6219532386261005,-0.33302513380080323,0.542767061816195,-0.2946806877775882,0.4251584730511333,-0.28165515227241855,0.3498122371364016,-0.14756894895816752,0.6029587969388499,-0.18542944978851486,0.5285398738404009,-0.1619387012707836,0.42135008494825954,-0.15047180584976555
=,-0.0,0.0,-0.014814527936978013,-0.26705292712879225,-0.14124179983641405,-0.5308406491705415,-0.2957176889567805,-0.7175395390415252,-0.4457274330018865,-0.7640129343377571,-0.21042601290909552,-0.6263812828564654,-0.5709765473862549,-0.6556995946178672,-0.7632832166422862,-0.656414926954268,-0.9096648306334322,-0.6504326532451267,-0.24096514631063717,-0.48209545282871125,-0.6383293413961914,-0.5064246235005468,-0.8522632444711704,-0.5038018739780118,-1.0,-0.5157928850285461,-0.29061957198671173,-0.31483498296759915,-0.6219532386261005,-0.33302513380080323,-0.542767061816195,-0.2946806877775882,-0.4251584730511333,-0.28165515227241855,-0.3498122371364016,-0.14756894895816752,-0.6029587969388499,-0.18542944978851486,-0.5285398738404009,-0.1619387012707836,-0.42135008494825954,-0.15047180584976555
=,0.0,0.0,0.01596899239339285,-0.2648308808986176,0.12978782184068616,-0.5161910619261947,0.28568768891471685,-0.6937555152502409,0.45112877548012925,-0.7108737896297747,0.2301430229094485,-0.5929619474272028,0.575311485677654,-0.6204431487277455,0.7567386842264653,-0.6167641307455815,0.8977281284451427,-0.6081821674358066,0.2626252166035158,-0.4488411147625777,0.6359299640039653,-0.4527097145253275,0.8486076995956306,-0.44722710415589806,1.0,-0.4578473676229347,0.3089196468115109,-0.28477064789885975,0.608497309321768,-0.29620041635961175,0.5263086738384428,-0.26318568994356967,0.4110541998490286,-0.2505811985689733,0.36455301893444747,-0.12190463710818977,0.5857817677221593,-0.15482661185503485,0.5059235672634036,-0.13538638824194327,0.40160148913133803,-0.12471336815171792
=,-0.0,0.0,-0.01596899239339285,-0.2648308808986176,-0.12978782184068616,-0.5161910619261947,-0.28568768891471685,-0.6937555152502409,-0.45112877548012925,-0.7108737896297747,-0.2301430229094485,-0.5929619474272028,-0.575311485677654,-0.6204431487277455,-0.7567386842264653,-0.6167641307455815,-0.8977281284451427,-0.6081821674358066,-0.2626252166035158,-0.4488411147625777,-0.6359299640039653,-0.4527097145253275,-0.8486076995956306,-0.44722710415589806,-1.0,-0.4578473676229347,-0.3089196468115109,-0.28477064789885975,-0.608497309321768,-0.29620041635961175,-0.5263086738384428,-0.26318568994356967,-0.4110541998490286,-0.2505811985689733,-0.36455301893444747,-0.12190463710818977,-0.5857817677221593,-0.15482661185503485,-0.5059235672634036,-0.13538638824194327,-0.40160148913133803,-0.12471336815171792
=,0.0,0.0,0.01453136641723198,-0.2613752435827568,0.12150154909810168,-0.5170821499046554,0.2783620079965546,-0.6915233893454098,0.4408992850921318,-0.7351565376323934,0.22262228980037027,-0.5908407858308664,0.5680155645881979,-0.6253622031749521,0.7504139256172139,-0.6252116832509873,0.89020486419425,-0.6230329507579645,0.25753189362094525,-0.4548475704463211,0.6238896421841236,-0.47022824920737055,0.8439684023687388,-0.4620197713663124,1.0,-0.468104542631538,0.3081319974923808,-0.2933724137547631,0.6094629685844585,-0.30675065665068096,0.5335627960825486,-0.2662181920857606,0.41843502117821674,-0.25027937422777363,0.36581795700355635,-0.13197632342965324,0.5838838637950283,-0.1605771123537241,0.5081636607674243,-0.1377779516258414,0.40713260429669273,-0.12865874143206318
=,-0.0,0.0,-0.01453136641723198,-0.2613752435827568,-0.12150154909810168,-0.5170821499046554,-0.2783620079965546,-0.6915233893454098,-0.4408992850921318,-0.7351565376323934,-0.22262228980037027,-0.5908407858308664,-0.5680155645881979,-0.6253622031749521,-0.7504139256172139,-0.6252116832509873,-0.89020486419425,-0.6230329507579645,-0.25753189362094525,-0.4548475704463211,-0.6238896421841236,-0.47022824920737055,-0.8439684023687388,-0.4620197713663124,-1.0,-0.468104542631538,-0.3081319974923808,-0.2933724137547631,-0.6094629685844585,-0.30675065665068096,-0.5335627960825486,-0.2662181920857606,-0.41843502117821674,-0.25027937422777363,-0.36581795700355635,-0.13197632342965324,-0.5838838637950283,-0.1605771123537241,-0.5081636607674243,-0.1377779516258414,-0.40713260429669273,-0.12865874143206318
=,0.0,0.0,0.019339282643775407,-0.2560572934346438,0.13269783423644463,-0.5063111033579036,0.28616815337774143,-0.6722389168206627,0.4436521527335589,-0.6950006381145064,0.24618467394003632,-0.5728206442649374,0.5720293692972268,-0.5908203731839007,0.749823808683374,-0.5808606599015821,0.8885783603802702,-0.5696516504840633,0.28762217183286315,-0.4311692830983894,0.6370572774371634,-0.4214176344087696,0.8497311563390925,-0.40680638599947244,1.0,-0.4125671662975078,0.33471560649611926,-0.26720542805866554,0.5963065354769438,-0.2643162766120763,0.5237158103747587,-0.23182847663782155,0.4156298238852636,-0.2241028293377436,0.38454227395844154,-0.10542527776477104,0.572658560259864,-0.13217618008918547,0.4942985531560741,-0.11140359783658252,0.3944145040620458,-0.10333282031068665
=,-0.0,0.0,-0.019339282643775407,-0.2560572934346438,-0.13269783423644463,-0.5063111033579036,-0.28616815337774143,-0.6722389168206627,-0.4436521527335589,-0.6950006381145064,-0.24618467394003632,-0.5728206442649374,-0.5720293692972268,-0.5908203731839007,-0.749823808683374,-0.5808606599015821,-0.8885783603802702,-0.5696516504840633,-0.28762217183286315,-0.4311692830983894,-0.6370572774371634,-0.4214176344087696,-0.8497311563390925,-0.40680638599947244,-1.0,-0.4125671662975078,-0.33471560649611926,-0.26720542805866554,-0.5963065354769438,-0.2643162766120763,-0.5237158103747587,-0.23182847663782155,-0.4156298238852636,-0.2241028293377436,-0.38454227395844154,-0.10542527776477104,-0.572658560259864,-0.13217618008918547,-0.4942985531560741,-0.11140359783658252,-0.3944145040620458,-0.10333282031068665
=,0.0,0.0,0.03559685354050496,-0.261321549989529,0.15508564620961726,-0.5235312722566953,0.3195329341233378,-0.6980629355349426,0.4929826007932438,-0.6954231309702461,0.27478095329311175,-0.5747575334097343,0.6019526832864686,-0.5919192018364822,0.7762519176636647,-0.5836878792435681,0.9097491935201361,-0.5742534031381441,0.31675387258775284,-0.4305331294504416,0.6526503022694444,-0.40886968723385264,0.8589016311800165,-0.38397321243557403,1.0,-0.3868109823056486,0.36467657100981776,-0.26399154359539656,0.6193651478406437,-0.24902165298959503,0.5514631816758131,-0.20936634371405555,0.4436671990824669,-0.1998785692571836,0.4119918819531014,-0.10079746823480035,0.5928038008537153,-0.11892718967644328,0.5206936693614059,-0.09464090753333794,0.42866685227583795,-0.0864205384863355
=,-0.0,0.0,-0.03559685354050496,-0.261321549989529,-0.15508564620961726,-0.5235312722566953,-0.3195329341233378,-0.6980629355349426,-0.4929826007932438,-0.6954231309702461,-0.27478095329311175,-0.5747575334097343,-0.6019526832864686,-0.5919192018364822,-0.7762519176636647,-0.5836878792435681,-0.9097491935201361,-0.5742534031381441,-0.31675387258775284,-0.4305331294504416,-0.6526503022694444,-0.40886968723385264,-0.8589016311800165,-0.38397321243557403,-1.0,-0.3868109823056486,-0.36467657100981776,-0.26399154359539656,-0.6193651478406437,-0.24902165298959503,-0.5514631816758131,-0.20936634371405555,-0.4436671990824669,-0.1998785692571836,-0.4119918819531014,-0.10079746823480035,-0.5928038008537153,-0.11892718967644328,-0.5206936693614059,-0.09464090753333794,-0.42866685227583795,-0.0864205384863355
=,0.0,0.0,0.03999938501030962,-0.25942650067617046,0.16684499469571393,-0.5169898103644454,0.3315024549845802,-0.6764678917935688,0.4903189200539865,-0.6958054989926195,0.29480518945450784,-0.5756185595447522,0.6175926442945521,-0.5815189769706793,0.7891844818003415,-0.5684909764163847,0.9172235935368335,-0.560681411256636,0.3371641117071829,-0.42807101013965926,0.6698829131311319,-0.4063995237648463,0.866141799539555,-0.376625983669478,1.0,-0.376099289884535,0.38071348785943027,-0.2591299925749039,0.6201369464133959,-0.24510970146571537,0.5503512927629279,-0.21106325587667701,0.4454398129252276,-0.20642751986415026,0.4221715641026766,-0.09257510821189101,0.5865051834151482,-0.11510637429109961,0.512823523181477,-0.09524904051057007,0.4257515008210414,-0.09033943980803479
=,-0.0,0.0,-0.03999938501030962,-0.25942650067617046,-0.16684499469571393,-0.5169898103644454,-0.3315024549845802,-0.6764678917935688,-0.4903189200539865,-0.6958054989926195,-0.29480518945450784,-0.5756185595447522,-0.6175926442945521,-0.5815189769706793,-0.7891844818003415,-0.5684909764163847,-0.9172235935368335,-0.560681411256636,-0.3371641117071829,-0.42807101013965926,-0.6698829131311319,-0.4063995237648463,-0.866141799539555,-0.376625983669478,-1.0,-0.376099289884535,-0.38071348785943027,-0.2591299925749039,-0.6201369464133959,-0.24510970146571537,-0.5503512927629279,-0.21106325587667701,-0.4454398129252276,-0.20642751986415026,-0.4221715641026766,-0.09257510821189101,-0.5865051834151482,-0.11510637429109961,-0.512823523181477,-0.09524904051057007,-0.4257515008210414,-0.09033943980803479
=,0.0,0.0,0.05492826564969399,-0.2598502052492454,0.18820846858326595,-0.5097079771592026,0.3509875452937544,-0.6715745468995673,0.5102463064078068,-0.6735694965640872,0.32578639651230196,-0.5632223057791244,0.6483126998165878,-0.5619298368902933,0.815611229081401,-0.5455589632085833,0.9381862127210985,-0.5342196762298949,0.368866565285868,-0.4220724698741392,0.6948137225889721,-0.38885708319158174,0.8799708609431792,-0.3565151767693876,1.0,-0.35824790949473306,0.4115730217330904,-0.25299839152778664,0.6259258621495499,-0.22583646638473914,0.5571032235197957,-0.17976181207861375,0.45593475585136367,-0.1730065346136665,0.44818692344601724,-0.0838545039050312,0.5921760023498467,-0.09293848586072943,0.5172378716521217,-0.06350569819880765,0.43460436523389,-0.056236092579333756
=,-0.0,0.0,-0.05492826564969399,-0.2598502052492454,-0.18820846858326595,-0.5097079771592026,-0.3509875452937544,-0.6715745468995673,-0.5102463064078068,-0.6735694965640872,-0.32578639651230196,-0.5632223057791244,-0.6483126998165878,-0.5619298368902933,-0.815611229081401,-0.5455589632085833,-0.9381862127210985,-0.5342196762298949,-0.368866565285868,-0.4220724698741392,-0.6948137225889721,-0.38885708319158174,-0.8799708609431792,-0.3565151767693876,-1.0,-0.35824790949473306,-0.4115730217330904,-0.25299839152778664,-0.6259258621495499,-0.22583646638473914,-0.5571032235197957,-0.17976181207861375,-0.45593475585136367,-0.1730065346136665,-0.44818692344601724,-0.0838545039050312,-0.5921760023498467,-0.09293848586072943,-0.5172378716521217,-0.06350569819880765,-0.43460436523389,-0.056236092579333756
=,0.0,0.0,0.05414846039413404,-0.2576151517446875,0.18853655002408967,-0.5078910627960502,0.3480119268379282,-0.6690462579357642,0.49258117798916645,-0.6849746301755942,0.328441515265957,-0.5764933874854039,0.6495513241645071,-0.5720182669731881,0.8216197213133568,-0.5533163210047992,0.9465958906441028,-0.541434285407531,0.3741911531137822,-0.4366242775624142,0.7052007971854988,-0.40194148815583786,0.8835152850618938,-0.3689679144003706,1.0,-0.37205133728230677,0.4162975407556579,-0.2677216427144616,0.6360419414397209,-0.24072332757809498,0.5648885074486902,-0.19550136162759738,0.46331644343759537,-0.19149458019610505,0.4490076821870641,-0.0977277414822091,0.589768869752897,-0.10065953605504578,0.5138999567987134,-0.07023498620747462,0.430858836465976,-0.06549710607886905
=,-0.0,0.0,-0.05414846039413404,-0.2576151517446875,-0.18853655002408967,-0.5078910627960502,-0.3480119268379282,-0.6690462579357642,-0.49258117798916645,-0.6849746301755942,-0.328441515265957,-0.5764933874854039,-0.6495513241645071,-0.5720182669731881,-0.8216197213133568,-0.5533163210047992,-0.9465958906441028,-0.541434285407531,-0.3741911531137822,-0.4366242775624142,-0.7052007971854988,-0.40194148815583786,-0.8835152850618938,-0.3689679144003706,-1.0,-0.37205133728230677,-0.4162975407556579,-0.2677216427144616,-0.6360419414397209,-0.24072332757809498,-0.5648885074486902,-0.19550136162759738,-0.46331644343759537,-0.19149458019610505,-0.4490076821870641,-0.0977277414822091,-0.589768869752897,-0.10065953605504578,-0.5138999567987134,-0.07023498620747462,-0.430858836465976,-0.06549710607886905
=,0.0,0.0,0.06137183751692118,-0.2552482189259725,0.19858945172025588,-0.4969121958521649,0.35992308641202236,-0.6516188564737462,0.5021341444569354,-0.6519441784565091,0.3411612395721606,-0.5623766269122576,0.6566366221983811,-0.5493101319589813,0.8229291663452863,-0.5241359079950195,0.9414486274798578,-0.5062215645608933,0.38365392083536126,-0.4255262597055735,0.7139281614887035,-0.38067872297482697,0.8878262659674506,-0.3431078636544798,1.0,-0.34012621579180896,0.4217972850328507,-0.2590366545558918,0.633106611279065,-0.2195901883642499,0.55982961513106,-0.17903042492882826,0.46232076720625415,-0.17915539372022418,0.4514504307929552,-0.08922731393154774,0.5857560034066761,-0.07886081674764554,0.5101153502257098,-0.04990957903254806,0.43195032745854595,-0.048061922170511716
=,-0.0,0.0,-0.06137183751692118,-0.2552482189259725,-0.19858945172025588,-0.4969121958521649,-0.35992308641202236,-0.6516188564737462,-0.5021341444569354,-0.6519441784565091,-0.3411612395721606,-0.5623766269122576,-0.6566366221983811,-0.5493101319589813,-0.8229291663452863,-0.5241359079950195,-0.9414486274798578,-0.5062215645608933,-0.38365392083536126,-0.4255262597055735,-0.7139281614887035,-0.38067872297482697,-0.8878262659674506,-0.3431078636544798,-1.0,-0.34012621579180896,-0.4217972850328507,-0.2590366545558918,-0.633106611279065,-0.2195901883642499,-0.55982961513106,-0.17903042492882826,-0.46232076720625415,-0.17915539372022418,-0.4514504307929552,-0.08922731393154774,-0.5857560034066761,-0.07886081674764554,-0.5101153502257098,-0.04990957903254806,-0.43195032745854595,-0.048061922170511716
=,0.0,0.0,0.06747787887320421,-0.25460944553607373,0.20949610444396596,-0.4961953723856812,0.36942912163484565,-0.6517206935844084,0.5100247399666912,-0.6455904279753959,0.3389450477982647,-0.5573713371311442,0.6589257398750866,-0.5412374580470131,0.8237175797085626,-0.520354478866917,0.9407852497202007,-0.507424119557689,0.3834592753917612,-0.41556897360067413,0.7142263766106415,-0.37327258819127146,0.8872767479129562,-0.33889245128484563,1.0,-0.3352436864747525,0.4231817442775095,-0.24893294316365325,0.6332658750373094,-0.2130730729850989,0.5555198452121116,-0.18017280456034757,0.4547057823376446,-0.182484211750318,0.4542783173577621,-0.08458087237875168,0.5789697100194668,-0.07654415217023153,0.5049952828769617,-0.050439785949767627,0.4294533038621593,-0.04743380732166452
=,-0.0,0.0,-0.06747787887320421,-0.25460944553607373,-0.20949610444396596,-0.4961953723856812,-0.36942912163484565,-0.6517206935844084,-0.5100247399666912,-0.6455904279753959,-0.3389450477982647,-0.5573713371311442,-0.6589257398750866,-0.5412374580470131,-0.8237175797085626,-0.520354478866917,-0.9407852497202007,-0.507424119557689,-0.3834592753917612,-0.41556897360067413,-0.7142263766106415,-0.37327258819127146,-0.8872767479129562,-0.33889245128484563,-1.0,-0.3352436864747525,-0.4231817442775095,-0.24893294316365325,-0.6332658750373094,-0.2130730729850989,-0.5555198452121116,-0.18017280456034757,-0.4547057823376446,-0.182484211750318,-0.4542783173577621,-0.08458087237875168,-0.5789697100194668,-0.07654415217023153,-0.5049952828769617,-0.050439785949767627,-0.4294533038621593,-0.04743380732166452
=,0.0,0.0,0.06514904772469317,-0.2568099097055422,0.20062571687479808,-0.4990611785282132,0.3546216306949498,-0.656027371836923,0.5000609678364066,-0.6599867274909678,0.33912869282289126,-0.5672573699401073,0.6637336578202111,-0.555866768306308,0.8326272886904542,-0.5340622985543463,0.9528720184743119,-0.517570299451754,0.3834912967156729,-0.42440562080113714,0.7164462030177987,-0.3807825357883973,0.8887229680800006,-0.3429034981253907,1.0,-0.3367912515020502,0.4230699449992801,-0.2545259647575049,0.6356483741315117,-0.21737791706481246,0.5582746598083138,-0.18272821585574936,0.4568166912288866,-0.1848670999976875,0.45429886000026976,-0.08756194770759028,0.5799805270429365,-0.08208916129163335,0.506281802042133,-0.0545478556258058,0.430467491384501,-0.05044662883921851
=,-0.0,0.0,-0.06514904772469317,-0.2568099097055422,-0.20062571687479808,-0.4990611785282132,-0.3546216306949498,-0.656027371836923,-0.5000609678364066,-0.6599867274909678,-0.33912869282289126,-0.5672573699401073,-0.6637336578202111,-0.555866768306308,-0.8326272886904542,-0.5340622985543463,-0.9528720184743119,-0.517570299451754,-0.3834912967156729,-0.42440562080113714,-0.7164462030177987,-0.3807825357883973,-0.8887229680800006,-0.3429034981253907,-1.0,-0.3367912515020502,-0.4230699449992801,-0.2545259647575049,-0.6356483741315117,-0.21737791706481246,-0.5582746598083138,-0.18272821585574936,-0.4568166912288866,-0.1848670999976875,-0.45429886000026976,-0.08756194770759028,-0.5799805270429365,-0.08208916129163335,-0.506281802042133,-0.0545478556258058,-0.430467491384501,-0.05044662883921851
=,0.0,0.0,0.058974183378802725,-0.26269558909263874,0.19104449918735664,-0.5109182882297516,0.3512930740208361,-0.6745680904858896,0.505886719519345,-0.6688899944178703,0.3384829938804373,-0.5771327426073815,0.6595817063822279,-0.5692445402065146,0.8272674343443378,-0.5486205316154475,0.9446038483383503,-0.533414168851155,0.3868872851035414,-0.4356247209681083,0.7160304701509457,-0.39925646019269034,0.8884879835033204,-0.365363108529089,1.0,-0.36597920322374217,0.42900917953716167,-0.26790206663756316,0.63594356541708,-0.22870395431913376,0.5582890974511083,-0.1886888285485196,0.45726494181446836,-0.18896851419841681,0.46003273459379784,-0.10106227544283825,0.5830113713207148,-0.08875147350074995,0.5049054328691784,-0.060006331538344435,0.42643739135986863,-0.05714165969353852
